Tiempo,ID,PosX,PosY,Masa,Activa
7.14,4,15.54,66.9225,2.5,1
7.15,1,77.85,37.33,2,1
7.15,2,42.0938,69.0514,3,1
7.15,3,30.1325,21.2,1.5,1
7.15,4,15.68,66.84,2.5,1
7.16,1,77.7,37.42,2,1
7.16,2,42.1962,69.1245,3,1
7.16,3,30.215,21.35,1.5,1
7.16,4,15.82,66.7575,2.5,1
7.17,1,77.55,37.51,2,1
7.17,2,42.2985,69.1976,3,1
7.17,3,30.2975,21.5,1.5,1
7.17,4,15.96,66.675,2.5,1
7.18,1,77.4,37.6,2,1
7.18,2,42.4008,69.2707,3,1
7.18,3,30.38,21.65,1.5,1
7.18,4,16.1,66.5925,2.5,1
7.19,1,77.25,37.69,2,1
7.19,2,42.5032,69.3438,3,1
7.19,3,30.4625,21.8,1.5,1
7.19,4,16.24,66.51,2.5,1
7.2,1,77.1,37.78,2,1
7.2,2,42.6055,69.4169,3,1
7.2,3,30.545,21.95,1.5,1
7.2,4,16.38,66.4275,2.5,1
7.21,1,76.95,37.87,2,1
7.21,2,42.7079,69.49,3,1
7.21,3,30.6275,22.1,1.5,1
7.21,4,16.52,66.345,2.5,1
7.22,1,76.8,37.96,2,1
7.22,2,42.8102,69.5631,3,1
7.22,3,30.71,22.25,1.5,1
7.22,4,16.66,66.2625,2.5,1
7.23,1,76.65,38.05,2,1
7.23,2,42.9126,69.6362,3,1
7.23,3,30.7925,22.4,1.5,1
7.23,4,16.8,66.18,2.5,1
7.24,1,76.5,38.14,2,1
7.24,2,43.0149,69.7093,3,1
7.24,3,30.875,22.55,1.5,1
7.24,4,16.94,66.0975,2.5,1
7.25,1,76.35,38.23,2,1
7.25,2,43.1173,69.7824,3,1
7.25,3,30.9575,22.7,1.5,1
7.25,4,17.08,66.015,2.5,1
7.26,1,76.2,38.32,2,1
7.26,2,43.2196,69.8555,3,1
7.26,3,31.04,22.85,1.5,1
7.26,4,17.22,65.9325,2.5,1
7.27,1,76.05,38.41,2,1
7.27,2,43.3219,69.9286,3,1
7.27,3,31.1225,23,1.5,1
7.27,4,17.36,65.85,2.5,1
7.28,1,75.9,38.5,2,1
7.28,2,43.4243,70.0017,3,1
7.28,3,31.205,23,1.5,1
7.28,4,17.5,65.7675,2.5,1
7.29,1,75.75,38.59,2,1
7.29,2,43.5266,70.0748,3,1
7.29,3,31.2875,22.8875,1.5,1
7.29,4,17.64,65.685,2.5,1
7.3,1,75.6,38.68,2,1
7.3,2,43.629,70.1479,3,1
7.3,3,31.37,22.775,1.5,1
7.3,4,17.78,65.6025,2.5,1
7.31,1,75.45,38.77,2,1
7.31,2,43.7313,70.221,3,1
7.31,3,31.4525,22.6625,1.5,1
7.31,4,17.92,65.52,2.5,1
7.32,1,75.3,38.86,2,1
7.32,2,43.8337,70.2941,3,1
7.32,3,31.535,22.55,1.5,1
7.32,4,18.06,65.4375,2.5,1
7.33,1,75.15,38.95,2,1
7.33,2,43.936,70.3672,3,1
7.33,3,31.6175,22.4375,1.5,1
7.33,4,18.2,65.355,2.5,1
7.34,1,75,39.04,2,1
7.34,2,44.0384,70.4403,3,1
7.34,3,31.7,22.325,1.5,1
7.34,4,18.34,65.2725,2.5,1
7.35,1,74.85,39.13,2,1
7.35,2,44.1407,70.5134,3,1
7.35,3,31.7825,22.2125,1.5,1
7.35,4,18.48,65.19,2.5,1
7.36,1,74.7,39.22,2,1
7.36,2,44.2431,70.5865,3,1
7.36,3,31.865,22.1,1.5,1
7.36,4,18.62,65.1075,2.5,1
7.37,1,74.55,39.31,2,1
7.37,2,44.3454,70.6595,3,1
7.37,3,31.9475,21.9875,1.5,1
7.37,4,18.76,65.025,2.5,1
7.38,1,74.4,39.4,2,1
7.38,2,44.4477,70.7326,3,1
7.38,3,32.03,21.875,1.5,1
7.38,4,18.9,64.9425,2.5,1
7.39,1,74.25,39.49,2,1
7.39,2,44.5501,70.8057,3,1
7.39,3,32.1125,21.7625,1.5,1
7.39,4,19.04,64.86,2.5,1
7.4,1,74.1,39.58,2,1
7.4,2,44.6524,70.8788,3,1
7.4,3,32.195,21.65,1.5,1
7.4,4,19.18,64.7775,2.5,1
7.41,1,73.95,39.67,2,1
7.41,2,44.7548,70.9519,3,1
7.41,3,32.2775,21.5375,1.5,1
7.41,4,19.32,64.695,2.5,1
7.42,1,73.8,39.76,2,1
7.42,2,44.8571,71.025,3,1
7.42,3,32.36,21.425,1.5,1
7.42,4,19.46,64.6125,2.5,1
7.43,1,73.65,39.85,2,1
7.43,2,44.9595,71.0981,3,1
7.43,3,32.4425,21.3125,1.5,1
7.43,4,19.6,64.53,2.5,1
7.44,1,73.5,39.94,2,1
7.44,2,45.0618,71.1712,3,1
7.44,3,32.525,21.2,1.5,1
7.44,4,19.74,64.4475,2.5,1
7.45,1,73.35,40.03,2,1
7.45,2,45.1642,71.2443,3,1
7.45,3,32.6075,21.0875,1.5,1
7.45,4,19.88,64.365,2.5,1
7.46,1,73.2,40.12,2,1
7.46,2,45.2665,71.3174,3,1
7.46,3,32.69,20.975,1.5,1
7.46,4,20.02,64.2825,2.5,1
7.47,1,73.05,40.21,2,1
7.47,2,45.3688,71.3905,3,1
7.47,3,32.7725,20.8625,1.5,1
7.47,4,20.16,64.2,2.5,1
7.48,1,72.9,40.3,2,1
7.48,2,45.4712,71.4636,3,1
7.48,3,32.855,20.75,1.5,1
7.48,4,20.3,64.1175,2.5,1
7.49,1,72.75,40.39,2,1
7.49,2,45.5735,71.5367,3,1
7.49,3,32.9375,20.6375,1.5,1
7.49,4,20.44,64.035,2.5,1
7.5,1,72.6,40.48,2,1
7.5,2,45.6759,71.6098,3,1
7.5,3,33.02,20.525,1.5,1
7.5,4,20.58,63.9525,2.5,1
7.51,1,72.45,40.57,2,1
7.51,2,45.7782,71.6829,3,1
7.51,3,33.1025,20.4125,1.5,1
7.51,4,20.72,63.87,2.5,1
7.52,1,72.3,40.66,2,1
7.52,2,45.8806,71.756,3,1
7.52,3,33.185,20.3,1.5,1
7.52,4,20.86,63.7875,2.5,1
7.53,1,72.15,40.75,2,1
7.53,2,45.9829,71.8291,3,1
7.53,3,33.2675,20.1875,1.5,1
7.53,4,21,63.705,2.5,1
7.54,1,72,40.84,2,1
7.54,2,46.0853,71.9022,3,1
7.54,3,33.35,20.075,1.5,1
7.54,4,21.14,63.6225,2.5,1
7.55,1,71.85,40.93,2,1
7.55,2,46.1876,71.9753,3,1
7.55,3,33.4325,19.9625,1.5,1
7.55,4,21.28,63.54,2.5,1
7.56,1,71.7,41.02,2,1
7.56,2,46.29,72.0484,3,1
7.56,3,33.515,19.85,1.5,1
7.56,4,21.42,63.4575,2.5,1
7.57,1,71.55,41.11,2,1
7.57,2,46.3923,72.1215,3,1
7.57,3,33.5975,19.7375,1.5,1
7.57,4,21.56,63.375,2.5,1
7.58,1,71.4,41.2,2,1
7.58,2,46.4946,72.1946,3,1
7.58,3,33.68,19.625,1.5,1
7.58,4,21.7,63.2925,2.5,1
7.59,1,71.25,41.29,2,1
7.59,2,46.597,72.2677,3,1
7.59,3,33.7625,19.5125,1.5,1
7.59,4,21.84,63.21,2.5,1
7.6,1,71.1,41.38,2,1
7.6,2,46.6993,72.3408,3,1
7.6,3,33.845,19.4,1.5,1
7.6,4,21.98,63.1275,2.5,1
7.61,1,70.95,41.47,2,1
7.61,2,46.8017,72.4139,3,1
7.61,3,33.9275,19.2875,1.5,1
7.61,4,22.12,63.045,2.5,1
7.62,1,70.8,41.56,2,1
7.62,2,46.904,72.487,3,1
7.62,3,34.01,19.175,1.5,1
7.62,4,22.26,62.9625,2.5,1
7.63,1,70.65,41.65,2,1
7.63,2,47.0064,72.5601,3,1
7.63,3,34.0925,19.0625,1.5,1
7.63,4,22.4,62.88,2.5,1
7.64,1,70.5,41.74,2,1
7.64,2,47.1087,72.6332,3,1
7.64,3,34.175,18.95,1.5,1
7.64,4,22.54,62.7975,2.5,1
7.65,1,70.35,41.83,2,1
7.65,2,47.2111,72.7063,3,1
7.65,3,34.2575,18.8375,1.5,1
7.65,4,22.68,62.715,2.5,1
7.66,1,70.2,41.92,2,1
7.66,2,47.3134,72.7794,3,1
7.66,3,34.34,18.725,1.5,1
7.66,4,22.82,62.6325,2.5,1
7.67,1,70.05,42.01,2,1
7.67,2,47.4158,72.8525,3,1
7.67,3,34.4225,18.6125,1.5,1
7.67,4,22.96,62.55,2.5,1
7.68,1,69.9,42.1,2,1
7.68,2,47.5181,72.9256,3,1
7.68,3,34.505,18.5,1.5,1
7.68,4,23.1,62.4675,2.5,1
7.69,1,69.75,42.19,2,1
7.69,2,47.6204,72.9987,3,1
7.69,3,34.5875,18.3875,1.5,1
7.69,4,23.24,62.385,2.5,1
7.7,1,69.6,42.28,2,1
7.7,2,47.7228,73.0718,3,1
7.7,3,34.67,18.275,1.5,1
7.7,4,23.38,62.3025,2.5,1
7.71,1,69.45,42.37,2,1
7.71,2,47.8251,73.1449,3,1
7.71,3,34.7525,18.1625,1.5,1
7.71,4,23.52,62.22,2.5,1
7.72,1,69.3,42.46,2,1
7.72,2,47.9275,73.218,3,1
7.72,3,34.835,18.05,1.5,1
7.72,4,23.66,62.1375,2.5,1
7.73,1,69.15,42.55,2,1
7.73,2,48.0298,73.2911,3,1
7.73,3,34.9175,17.9375,1.5,1
7.73,4,23.8,62.055,2.5,1
7.74,1,69,42.64,2,1
7.74,2,48.1322,73.3642,3,1
7.74,3,35,17.825,1.5,1
7.74,4,23.94,61.9725,2.5,1
7.75,1,68.85,42.73,2,1
7.75,2,48.2345,73.4372,3,1
7.75,3,35.0825,17.7125,1.5,1
7.75,4,24.08,61.89,2.5,1
7.76,1,68.7,42.82,2,1
7.76,2,48.3369,73.5103,3,1
7.76,3,35.165,17.6,1.5,1
7.76,4,24.22,61.8075,2.5,1
7.77,1,68.55,42.91,2,1
7.77,2,48.4392,73.5834,3,1
7.77,3,35.2475,17.4875,1.5,1
7.77,4,24.36,61.725,2.5,1
7.78,1,68.4,43,2,1
7.78,2,48.5415,73.6565,3,1
7.78,3,35.33,17.375,1.5,1
7.78,4,24.5,61.6425,2.5,1
7.79,1,68.25,43.09,2,1
7.79,2,48.6439,73.7296,3,1
7.79,3,35.4125,17.2625,1.5,1
7.79,4,24.64,61.56,2.5,1
7.8,1,68.1,43.18,2,1
7.8,2,48.7462,73.8027,3,1
7.8,3,35.495,17.15,1.5,1
7.8,4,24.78,61.4775,2.5,1
7.81,1,67.95,43.27,2,1
7.81,2,48.8486,73.8758,3,1
7.81,3,35.5775,17.0375,1.5,1
7.81,4,24.92,61.395,2.5,1
7.82,1,67.8,43.36,2,1
7.82,2,48.9509,73.9489,3,1
7.82,3,35.66,16.925,1.5,1
7.82,4,25.06,61.3125,2.5,1
7.83,1,67.65,43.45,2,1
7.83,2,49.0533,74.022,3,1
7.83,3,35.7425,16.8125,1.5,1
7.83,4,25.2,61.23,2.5,1
7.84,1,67.5,43.54,2,1
7.84,2,49.1556,74.0951,3,1
7.84,3,35.825,16.7,1.5,1
7.84,4,25.34,61.1475,2.5,1
7.85,1,67.35,43.63,2,1
7.85,2,49.258,74.1682,3,1
7.85,3,35.9075,16.5875,1.5,1
7.85,4,25.48,61.065,2.5,1
7.86,1,67.2,43.72,2,1
7.86,2,49.3603,74.2413,3,1
7.86,3,35.99,16.475,1.5,1
7.86,4,25.62,60.9825,2.5,1
7.87,1,67.05,43.81,2,1
7.87,2,49.4627,74.3144,3,1
7.87,3,36.0725,16.3625,1.5,1
7.87,4,25.76,60.9,2.5,1
7.88,1,66.9,43.9,2,1
7.88,2,49.565,74.3875,3,1
7.88,3,36.155,16.25,1.5,1
7.88,4,25.9,60.8175,2.5,1
7.89,1,66.75,43.99,2,1
7.89,2,49.6673,74.4606,3,1
7.89,3,36.2375,16.1375,1.5,1
7.89,4,26.04,60.735,2.5,1
7.9,1,66.6,44.08,2,1
7.9,2,49.7697,74.5337,3,1
7.9,3,36.32,16.025,1.5,1
7.9,4,26.18,60.6525,2.5,1
7.91,1,66.45,44.17,2,1
7.91,2,49.872,74.6068,3,1
7.91,3,36.4025,15.9125,1.5,1
7.91,4,26.32,60.57,2.5,1
7.92,1,66.3,44.26,2,1
7.92,2,49.9744,74.6799,3,1
7.92,3,36.485,15.8,1.5,1
7.92,4,26.46,60.4875,2.5,1
7.93,1,66.15,44.35,2,1
7.93,2,50.0767,74.753,3,1
7.93,3,36.5675,15.6875,1.5,1
7.93,4,26.6,60.405,2.5,1
7.94,1,66,44.44,2,1
7.94,2,50.1791,74.8261,3,1
7.94,3,36.65,15.575,1.5,1
7.94,4,26.74,60.3225,2.5,1
7.95,1,65.85,44.53,2,1
7.95,2,50.2814,74.8992,3,1
7.95,3,36.7325,15.4625,1.5,1
7.95,4,26.88,60.24,2.5,1
7.96,1,65.7,44.62,2,1
7.96,2,50.3838,74.9723,3,1
7.96,3,36.815,15.35,1.5,1
7.96,4,27.02,60.1575,2.5,1
7.97,1,65.55,44.71,2,1
7.97,2,50.4861,75.0454,3,1
7.97,3,36.8975,15.2375,1.5,1
7.97,4,27.16,60.075,2.5,1
7.98,1,65.4,44.8,2,1
7.98,2,50.5885,75.1185,3,1
7.98,3,36.98,15.125,1.5,1
7.98,4,27.3,59.9925,2.5,1
7.99,1,65.25,44.89,2,1
7.99,2,50.6908,75.1916,3,1
7.99,3,37.0625,15.0125,1.5,1
7.99,4,27.44,59.91,2.5,1
8,1,65.1,44.98,2,1
8,2,50.7931,75.2647,3,1
8,3,37.145,14.9,1.5,1
8,4,27.58,59.8275,2.5,1
8.01,1,64.95,45.07,2,1
8.01,2,50.8955,75.3378,3,1
8.01,3,37.2275,14.7875,1.5,1
8.01,4,27.72,59.745,2.5,1
8.02,1,64.8,45.16,2,1
8.02,2,50.9978,75.4109,3,1
8.02,3,37.31,14.675,1.5,1
8.02,4,27.86,59.6625,2.5,1
8.03,1,64.65,45.25,2,1
8.03,2,51.1002,75.484,3,1
8.03,3,37.3925,14.5625,1.5,1
8.03,4,28,59.58,2.5,1
8.04,1,64.5,45.34,2,1
8.04,2,51.2025,75.5571,3,1
8.04,3,37.475,14.45,1.5,1
8.04,4,28.14,59.4975,2.5,1
8.05,1,64.35,45.43,2,1
8.05,2,51.3049,75.6302,3,1
8.05,3,37.5575,14.3375,1.5,1
8.05,4,28.28,59.415,2.5,1
8.06,1,64.2,45.52,2,1
8.06,2,51.4072,75.7033,3,1
8.06,3,37.64,14.225,1.5,1
8.06,4,28.42,59.3325,2.5,1
8.07,1,64.05,45.61,2,1
8.07,2,51.5096,75.7764,3,1
8.07,3,37.7225,14.1125,1.5,1
8.07,4,28.56,59.25,2.5,1
8.08,1,63.9,45.7,2,1
8.08,2,51.6119,75.8495,3,1
8.08,3,37.805,14,1.5,1
8.08,4,28.7,59.1675,2.5,1
8.09,1,63.75,45.79,2,1
8.09,2,51.7142,75.9226,3,1
8.09,3,37.8875,13.8875,1.5,1
8.09,4,28.84,59.085,2.5,1
8.1,1,63.6,45.88,2,1
8.1,2,51.8166,75.9957,3,1
8.1,3,37.97,13.775,1.5,1
8.1,4,28.98,59.0025,2.5,1
8.11,1,63.45,45.97,2,1
8.11,2,51.9189,76.0688,3,1
8.11,3,38.0525,13.6625,1.5,1
8.11,4,29.12,58.92,2.5,1
8.12,1,63.3,46.06,2,1
8.12,2,52.0213,76.1418,3,1
8.12,3,38.135,13.55,1.5,1
8.12,4,29.26,58.8375,2.5,1
8.13,1,63.15,46.15,2,1
8.13,2,52.1236,76.2149,3,1
8.13,3,38.2175,13.4375,1.5,1
8.13,4,29.4,58.755,2.5,1
8.14,1,63,46.24,2,1
8.14,2,52.226,76.288,3,1
8.14,3,38.3,13.325,1.5,1
8.14,4,29.54,58.6725,2.5,1
8.15,1,62.85,46.33,2,1
8.15,2,52.3283,76.3611,3,1
8.15,3,38.3825,13.2125,1.5,1
8.15,4,29.68,58.59,2.5,1
8.16,1,62.7,46.42,2,1
8.16,2,52.4307,76.4342,3,1
8.16,3,38.465,13.1,1.5,1
8.16,4,29.82,58.5075,2.5,1
8.17,1,62.55,46.51,2,1
8.17,2,52.533,76.5073,3,1
8.17,3,38.5475,12.9875,1.5,1
8.17,4,29.96,58.425,2.5,1
8.18,1,62.4,46.6,2,1
8.18,2,52.6354,76.5804,3,1
8.18,3,38.63,12.875,1.5,1
8.18,4,30.1,58.3425,2.5,1
8.19,1,62.25,46.69,2,1
8.19,2,52.7377,76.6535,3,1
8.19,3,38.7125,12.7625,1.5,1
8.19,4,30.24,58.26,2.5,1
8.2,1,62.1,46.78,2,1
8.2,2,52.84,76.7266,3,1
8.2,3,38.795,12.65,1.5,1
8.2,4,30.38,58.1775,2.5,1
8.21,1,61.95,46.87,2,1
8.21,2,52.9424,76.7997,3,1
8.21,3,38.8775,12.5375,1.5,1
8.21,4,30.52,58.095,2.5,1
8.22,1,61.8,46.96,2,1
8.22,2,53.0447,76.8728,3,1
8.22,3,38.96,12.425,1.5,1
8.22,4,30.66,58.0125,2.5,1
8.23,1,61.65,47.05,2,1
8.23,2,53.1471,76.9459,3,1
8.23,3,39.0425,12.3125,1.5,1
8.23,4,30.8,57.93,2.5,1
8.24,1,61.5,47.14,2,1
8.24,2,53.2494,77.019,3,1
8.24,3,39.125,12.2,1.5,1
8.24,4,30.94,57.8475,2.5,1
8.25,1,61.35,47.23,2,1
8.25,2,53.3518,77.0921,3,1
8.25,3,39.2075,12.0875,1.5,1
8.25,4,31.08,57.765,2.5,1
8.26,1,61.2,47.32,2,1
8.26,2,53.4541,77.1652,3,1
8.26,3,39.29,11.975,1.5,1
8.26,4,31.22,57.6825,2.5,1
8.27,1,61.05,47.41,2,1
8.27,2,53.5565,77.2383,3,1
8.27,3,39.3725,11.8625,1.5,1
8.27,4,31.36,57.6,2.5,1
8.28,1,60.9,47.5,2,1
8.28,2,53.6588,77.3114,3,1
8.28,3,39.455,11.75,1.5,1
8.28,4,31.5,57.5175,2.5,1
8.29,1,60.75,47.59,2,1
8.29,2,53.7612,77.3845,3,1
8.29,3,39.5375,11.6375,1.5,1
8.29,4,31.64,57.435,2.5,1
8.3,1,60.6,47.68,2,1
8.3,2,53.8635,77.4576,3,1
8.3,3,39.62,11.525,1.5,1
8.3,4,31.78,57.3525,2.5,1
8.31,1,60.45,47.77,2,1
8.31,2,53.9658,77.5307,3,1
8.31,3,39.7025,11.4125,1.5,1
8.31,4,31.92,57.27,2.5,1
8.32,1,60.3,47.86,2,1
8.32,2,54.0682,77.6038,3,1
8.32,3,39.785,11.3,1.5,1
8.32,4,32.06,57.1875,2.5,1
8.33,1,60.15,47.95,2,1
8.33,2,54.1705,77.6769,3,1
8.33,3,39.8675,11.1875,1.5,1
8.33,4,32.2,57.105,2.5,1
8.34,1,60,48.04,2,1
8.34,2,54.2729,77.75,3,1
8.34,3,39.95,11.075,1.5,1
8.34,4,32.34,57.0225,2.5,1
8.35,1,59.85,48.13,2,1
8.35,2,54.3752,77.8231,3,1
8.35,3,40.0325,10.9625,1.5,1
8.35,4,32.48,56.94,2.5,1
8.36,1,59.7,48.22,2,1
8.36,2,54.4776,77.8962,3,1
8.36,3,40.115,10.85,1.5,1
8.36,4,32.62,56.8575,2.5,1
8.37,1,59.55,48.31,2,1
8.37,2,54.5799,77.9693,3,1
8.37,3,40.1975,10.7375,1.5,1
8.37,4,32.76,56.775,2.5,1
8.38,1,59.4,48.4,2,1
8.38,2,54.6823,78.0424,3,1
8.38,3,40.28,10.625,1.5,1
8.38,4,32.9,56.6925,2.5,1
8.39,1,59.25,48.49,2,1
8.39,2,54.7846,78.1155,3,1
8.39,3,40.3625,10.5125,1.5,1
8.39,4,33.04,56.61,2.5,1
8.4,1,59.1,48.58,2,1
8.4,2,54.8869,78.1886,3,1
8.4,3,40.445,10.4,1.5,1
8.4,4,33.18,56.5275,2.5,1
8.41,1,58.95,48.67,2,1
8.41,2,54.9893,78.2617,3,1
8.41,3,40.5275,10.2875,1.5,1
8.41,4,33.32,56.445,2.5,1
8.42,1,58.8,48.76,2,1
8.42,2,55.0916,78.3348,3,1
8.42,3,40.61,10.175,1.5,1
8.42,4,33.46,56.3625,2.5,1
8.43,1,58.65,48.85,2,1
8.43,2,55.194,78.4079,3,1
8.43,3,40.6925,10.0625,1.5,1
8.43,4,33.6,56.28,2.5,1
8.44,1,58.5,48.94,2,1
8.44,2,55.2963,78.481,3,1
8.44,3,40.775,9.95,1.5,1
8.44,4,33.74,56.1975,2.5,1
8.45,1,58.35,49.03,2,1
8.45,2,55.3987,78.5541,3,1
8.45,3,40.8575,9.8375,1.5,1
8.45,4,33.88,56.115,2.5,1
8.46,1,58.2,49.12,2,1
8.46,2,55.501,78.6272,3,1
8.46,3,40.94,9.725,1.5,1
8.46,4,34.02,56.0325,2.5,1
8.47,1,58.05,49.21,2,1
8.47,2,55.6034,78.7003,3,1
8.47,3,41.0225,9.6125,1.5,1
8.47,4,34.16,55.95,2.5,1
8.48,1,57.9,49.3,2,1
8.48,2,55.7057,78.7734,3,1
8.48,3,41.105,9.5,1.5,1
8.48,4,34.3,55.8675,2.5,1
8.49,1,57.75,49.39,2,1
8.49,2,55.8081,78.8465,3,1
8.49,3,41.1875,9.3875,1.5,1
8.49,4,34.44,55.785,2.5,1
8.5,1,57.6,49.48,2,1
8.5,2,55.9104,78.9195,3,1
8.5,3,41.27,9.275,1.5,1
8.5,4,34.58,55.7025,2.5,1
8.51,1,57.45,49.57,2,1
8.51,2,56.0127,78.9926,3,1
8.51,3,41.3525,9.1625,1.5,1
8.51,4,34.72,55.62,2.5,1
8.52,1,57.3,49.66,2,1
8.52,2,56.1151,79.0657,3,1
8.52,3,41.435,9.05,1.5,1
8.52,4,34.86,55.5375,2.5,1
8.53,1,57.15,49.75,2,1
8.53,2,56.2174,79.1388,3,1
8.53,3,41.5175,8.9375,1.5,1
8.53,4,35,55.455,2.5,1
8.54,1,57,49.84,2,1
8.54,2,56.3198,79.2119,3,1
8.54,3,41.6,8.825,1.5,1
8.54,4,35.14,55.3725,2.5,1
8.55,1,56.85,49.93,2,1
8.55,2,56.4221,79.285,3,1
8.55,3,41.6825,8.7125,1.5,1
8.55,4,35.28,55.29,2.5,1
8.56,1,56.7,50.02,2,1
8.56,2,56.5245,79.3581,3,1
8.56,3,41.765,8.6,1.5,1
8.56,4,35.42,55.2075,2.5,1
8.57,1,56.55,50.11,2,1
8.57,2,56.6268,79.4312,3,1
8.57,3,41.8475,8.4875,1.5,1
8.57,4,35.56,55.125,2.5,1
8.58,1,56.4,50.2,2,1
8.58,2,56.7292,79.5043,3,1
8.58,3,41.93,8.375,1.5,1
8.58,4,35.7,55.0425,2.5,1
8.59,1,56.25,50.29,2,1
8.59,2,56.8315,79.5774,3,1
8.59,3,42.0125,8.2625,1.5,1
8.59,4,35.84,54.96,2.5,1
8.6,1,56.1,50.38,2,1
8.6,2,56.9338,79.6505,3,1
8.6,3,42.095,8.15,1.5,1
8.6,4,35.98,54.8775,2.5,1
8.61,1,55.95,50.47,2,1
8.61,2,57.0362,79.7236,3,1
8.61,3,42.1775,8.0375,1.5,1
8.61,4,36.12,54.795,2.5,1
8.62,1,55.8,50.56,2,1
8.62,2,57.1385,79.7967,3,1
8.62,3,42.26,7.925,1.5,1
8.62,4,36.26,54.7125,2.5,1
8.63,1,55.65,50.65,2,1
8.63,2,57.2409,79.8698,3,1
8.63,3,42.3425,7.8125,1.5,1
8.63,4,36.4,54.63,2.5,1
8.64,1,55.5,50.74,2,1
8.64,2,57.3432,79.9429,3,1
8.64,3,42.425,7.7,1.5,1
8.64,4,36.54,54.5475,2.5,1
8.65,1,55.35,50.83,2,1
8.65,2,57.4456,80.016,3,1
8.65,3,42.5075,7.5875,1.5,1
8.65,4,36.68,54.465,2.5,1
8.66,1,55.2,50.92,2,1
8.66,2,57.5479,80.0891,3,1
8.66,3,42.59,7.475,1.5,1
8.66,4,36.82,54.3825,2.5,1
8.67,1,55.05,51.01,2,1
8.67,2,57.6503,80.1622,3,1
8.67,3,42.6725,7.3625,1.5,1
8.67,4,36.96,54.3,2.5,1
8.68,1,54.9,51.1,2,1
8.68,2,57.7526,80.2353,3,1
8.68,3,42.755,7.25,1.5,1
8.68,4,37.1,54.2175,2.5,1
8.69,1,54.75,51.19,2,1
8.69,2,57.855,80.3084,3,1
8.69,3,42.8375,7.1375,1.5,1
8.69,4,37.24,54.135,2.5,1
8.7,1,54.6,51.28,2,1
8.7,2,57.9573,80.3815,3,1
8.7,3,42.92,7.025,1.5,1
8.7,4,37.38,54.0525,2.5,1
8.71,1,54.45,51.37,2,1
8.71,2,58.0596,80.4546,3,1
8.71,3,43.0025,6.9125,1.5,1
8.71,4,37.52,53.97,2.5,1
8.72,1,54.3,51.46,2,1
8.72,2,58.162,80.5277,3,1
8.72,3,43.085,6.8,1.5,1
8.72,4,37.66,53.8875,2.5,1
8.73,1,54.15,51.55,2,1
8.73,2,58.2643,80.6008,3,1
8.73,3,43.1675,6.6875,1.5,1
8.73,4,37.8,53.805,2.5,1
8.74,1,54,51.64,2,1
8.74,2,58.3667,80.6739,3,1
8.74,3,43.25,6.575,1.5,1
8.74,4,37.94,53.7225,2.5,1
8.75,1,53.85,51.73,2,1
8.75,2,58.469,80.747,3,1
8.75,3,43.3325,6.4625,1.5,1
8.75,4,38.08,53.64,2.5,1
8.76,1,53.7,51.82,2,1
8.76,2,58.5714,80.8201,3,1
8.76,3,43.415,6.35,1.5,1
8.76,4,38.22,53.5575,2.5,1
8.77,1,53.55,51.91,2,1
8.77,2,58.6737,80.8932,3,1
8.77,3,43.4975,6.2375,1.5,1
8.77,4,38.36,53.475,2.5,1
8.78,1,53.4,52,2,1
8.78,2,58.7761,80.9663,3,1
8.78,3,43.58,6.125,1.5,1
8.78,4,38.5,53.3925,2.5,1
8.79,1,53.25,52.09,2,1
8.79,2,58.8784,81.0394,3,1
8.79,3,43.6625,6.0125,1.5,1
8.79,4,38.64,53.31,2.5,1
8.8,1,53.1,52.18,2,1
8.8,2,58.9808,81.1125,3,1
8.8,3,43.745,5.9,1.5,1
8.8,4,38.78,53.2275,2.5,1
8.81,1,52.95,52.27,2,1
8.81,2,59.0831,81.1856,3,1
8.81,3,43.8275,5.7875,1.5,1
8.81,4,38.92,53.145,2.5,1
8.82,1,52.8,52.36,2,1
8.82,2,59.1854,81.2587,3,1
8.82,3,43.91,5.675,1.5,1
8.82,4,39.06,53.0625,2.5,1
8.83,1,52.65,52.45,2,1
8.83,2,59.2878,81.3318,3,1
8.83,3,43.9925,5.5625,1.5,1
8.83,4,39.2,52.98,2.5,1
8.84,1,52.5,52.54,2,1
8.84,2,59.3901,81.4049,3,1
8.84,3,44.075,5.45,1.5,1
8.84,4,39.34,52.8975,2.5,1
8.85,1,52.35,52.63,2,1
8.85,2,59.4925,81.478,3,1
8.85,3,44.1575,5.3375,1.5,1
8.85,4,39.48,52.815,2.5,1
8.86,1,52.2,52.72,2,1
8.86,2,59.5948,81.5511,3,1
8.86,3,44.24,5.225,1.5,1
8.86,4,39.62,52.7325,2.5,1
8.87,1,52.05,52.81,2,1
8.87,2,59.6972,81.6242,3,1
8.87,3,44.3225,5.1125,1.5,1
8.87,4,39.76,52.65,2.5,1
8.88,1,51.9,52.9,2,1
8.88,2,59.7995,81.6972,3,1
8.88,3,44.405,5,1.5,1
8.88,4,39.9,52.5675,2.5,1
8.89,1,51.75,52.99,2,1
8.89,2,59.9019,81.7703,3,1
8.89,3,44.4875,4.8875,1.5,1
8.89,4,40.04,52.485,2.5,1
8.9,1,51.6,53.08,2,1
8.9,2,60.0042,81.8434,3,1
8.9,3,44.57,4.775,1.5,1
8.9,4,40.18,52.4025,2.5,1
8.91,1,51.45,53.17,2,1
8.91,2,60.1065,81.9165,3,1
